,clean,corrupted,correct_idx,incorrect_idx
791,"Then, Alicia and Andrew had a lot of fun at the school. Alicia gave a necklace to","Then, Michelle and James had a lot of fun at the school. Timothy gave a necklace to",13615,32026
361,"After Katherine and Mary went to the restaurant, Katherine gave a ring to","After Patrick and Alicia went to the restaurant, Benjamin gave a ring to",10244,19626
58,"After Jonathan and Mark went to the house, Jonathan gave a ring to","After Nicholas and Stephanie went to the house, Danielle gave a ring to",4389,39696
553,"Then, William and James were thinking about going to the school. William wanted to give a ring to","Then, Ashley and Justin were thinking about going to the school. Jeffrey wanted to give a ring to",7801,37118
481,"Then, Bradley and Nathan had a long argument, and afterwards Nathan said to","Then, Christina and David had a long argument, and afterwards Ashley said to",36448,6798
504,"When Amber and Aaron got a ring at the house, Aaron decided to give it to","When Travis and Kelly got a ring at the house, Daniel decided to give it to",46664,18661
315,"Then, Michael and Brandon were working at the hospital. Michael decided to give a necklace to","Then, Steven and Anthony were working at the hospital. Travis decided to give a necklace to",31766,23644
985,"Then, Courtney and Richard were thinking about going to the store. Courtney wanted to give a ring to","Then, Samantha and Christopher were thinking about going to the store. Richard wanted to give a ring to",11867,62808
797,"Then, Kelly and Charles were thinking about going to the hospital. Charles wanted to give a necklace to","Then, Jose and Tiffany were thinking about going to the hospital. Nicholas wanted to give a necklace to",18661,67473
668,"When Lindsey and Emily got a necklace at the hospital, Lindsey decided to give it to","When David and Ashley got a necklace at the hospital, Joseph decided to give it to",34166,6798
926,"Then, Daniel and Samuel had a long argument, and afterwards Samuel said to","Then, Christine and Brian had a long argument, and afterwards Sara said to",15118,17083
663,"Then, Rebecca and Erica had a lot of fun at the restaurant. Rebecca gave a bone to","Then, Sean and Allison had a lot of fun at the restaurant. Kimberly gave a bone to",91835,24995
258,"Then, Amber and Anthony were thinking about going to the garden. Anthony wanted to give a drink to","Then, Angela and Nathan were thinking about going to the garden. Brian wanted to give a drink to",46664,36737
906,"Then, Charles and Jose were working at the school. Jose decided to give a bone to","Then, Megan and Alexander were working at the school. Sara decided to give a bone to",14927,20042
360,"Then, Timothy and Tyler had a lot of fun at the garden. Timothy gave a basketball to","Then, Daniel and Christina had a lot of fun at the garden. Bradley gave a basketball to",31220,15118
826,"After Jeremy and Jesse went to the restaurant, Jesse gave a snack to","After Sara and Amber went to the restaurant, Rebecca gave a snack to",27118,46664
72,"Then, Jeremy and Samuel went to the restaurant. Samuel gave a kiss to","Then, Jamie and Nicole went to the restaurant. Benjamin gave a kiss to",27118,44030
966,"Then, Stephen and Megan were thinking about going to the house. Stephen wanted to give a drink to","Then, Lauren and Steven were thinking about going to the house. Kyle wanted to give a drink to",54529,42360
459,"Then, Rebecca and Adam were thinking about going to the station. Rebecca wanted to give a drink to","Then, Mark and Daniel were thinking about going to the station. Alicia wanted to give a drink to",15037,4389
779,"Then, Dustin and Cody had a long argument, and afterwards Cody said to","Then, Samantha and Benjamin had a long argument, and afterwards Crystal said to",78318,29311
833,"Then, Daniel and Jamie were working at the school. Daniel decided to give a computer to","Then, Michael and Kristen were working at the school. Emily decided to give a computer to",35757,7937
893,"Then, Jacob and Timothy went to the hospital. Jacob gave a necklace to","Then, Angela and Bradley went to the hospital. William gave a necklace to",44468,37143
706,"Then, Mary and Elizabeth had a long argument, and afterwards Elizabeth said to","Then, Rachel and Brandon had a long argument, and afterwards Melissa said to",10244,31766
505,"Then, Jennifer and Michael had a long argument, and afterwards Michael said to","Then, Daniel and Joseph had a long argument, and afterwards Stephanie said to",29650,15115
369,"Then, Ryan and Paul had a lot of fun at the school. Ryan gave a snack to","Then, Thomas and Patrick had a lot of fun at the school. Rebecca gave a snack to",6898,11108
615,"Then, Erica and Nicole were thinking about going to the restaurant. Erica wanted to give a ring to","Then, Anthony and Brian were thinking about going to the restaurant. Mark wanted to give a ring to",44030,20696
856,"Then, Samantha and Robert had a long argument, and afterwards Robert said to","Then, Robert and Elizabeth had a long argument, and afterwards Alexander said to",62808,20731
302,"Then, Rachel and David had a long argument, and afterwards David said to","Then, Patrick and John had a long argument, and afterwards Charles said to",31432,3757
593,"Then, Kelly and Brandon had a long argument, and afterwards Kelly said to","Then, Tiffany and Rebecca had a long argument, and afterwards Amy said to",31766,67473
510,"Then, Erica and Sean had a lot of fun at the store. Sean gave a bone to","Then, Amy and Vanessa had a lot of fun at the store. Gregory gave a bone to",91835,70519
908,"Then, Danielle and Christine had a long argument, and afterwards Danielle said to","Then, Ashley and Nicholas had a long argument, and afterwards James said to",45893,37118
344,"Then, Brandon and Thomas had a long argument, and afterwards Thomas said to","Then, Joseph and Sarah had a long argument, and afterwards Christopher said to",31766,20445
94,"After Emily and Benjamin went to the school, Emily gave a necklace to","After Dustin and James went to the school, Kevin gave a necklace to",29311,78318
743,"After Stephanie and Sean went to the garden, Sean gave a kiss to","After Megan and Cody went to the garden, Vanessa gave a kiss to",48143,57282
377,"When Katherine and Michael got a bone at the restaurant, Michael decided to give it to","When Andrew and Emily got a bone at the restaurant, Sarah decided to give it to",61326,34166
84,"Then, Travis and Charles had a long argument, and afterwards Travis said to","Then, Joshua and Brittany had a long argument, and afterwards Katherine said to",14927,39492
111,"Then, Christopher and Erica were working at the store. Christopher decided to give a kiss to","Then, Matthew and Ryan were working at the store. Erin decided to give a kiss to",91835,18939
455,"Then, Timothy and Kristen were working at the school. Timothy decided to give a snack to","Then, Eric and Sean were working at the school. Stephen decided to give a snack to",76114,16247
817,"Then, Andrew and Kelly had a long argument, and afterwards Kelly said to","Then, Rachel and Matthew had a long argument, and afterwards Jacob said to",13615,18939
555,"Then, Katie and Anthony had a lot of fun at the office. Katie gave a bone to","Then, Robert and Allison had a lot of fun at the office. Joseph gave a bone to",20696,8397
485,"Then, Andrew and Rebecca had a long argument, and afterwards Andrew said to","Then, Jason and Laura had a long argument, and afterwards Anthony said to",44457,18477
465,"Then, Dustin and Adam were working at the restaurant. Adam decided to give a computer to","Then, Stephanie and Amy were working at the restaurant. Jason decided to give a computer to",78318,28693
110,"Then, Mary and William had a long argument, and afterwards William said to","Then, Jonathan and Richard had a long argument, and afterwards William said to",10244,11867
450,"When Jessica and Amanda got a necklace at the office, Amanda decided to give it to","When Andrea and Samuel got a necklace at the office, Bradley decided to give it to",32367,31907
29,"Then, Jose and Kimberly were working at the garden. Jose decided to give a basketball to","Then, Erin and Andrew were working at the garden. Jennifer decided to give a basketball to",85653,55814
879,"When Stephanie and Kenneth got a necklace at the house, Stephanie decided to give it to","When Paul and Jonathan got a necklace at the house, Tiffany decided to give it to",48398,6898
998,"Then, Sarah and Paul were thinking about going to the garden. Paul wanted to give a bone to","Then, Jeremy and Mary were thinking about going to the garden. Mark wanted to give a bone to",20445,10244
502,"Then, Jose and Tyler had a lot of fun at the hospital. Tyler gave a basketball to","Then, Scott and Crystal had a lot of fun at the hospital. Melissa gave a basketball to",10860,27916
316,"Then, David and Richard had a lot of fun at the hospital. Richard gave a snack to","Then, Christine and Christine had a lot of fun at the hospital. David gave a snack to",6798,45893
55,"After Timothy and Danielle went to the garden, Danielle gave a computer to","After Daniel and Stephen went to the garden, Patrick gave a computer to",44468,18095
745,"When Shannon and Katherine got a bone at the garden, Katherine decided to give it to","When Jacob and Rachel got a bone at the garden, Jeffrey decided to give it to",53663,31432
845,"Then, Jessica and Kenneth had a long argument, and afterwards Jessica said to","Then, Justin and Anthony had a long argument, and afterwards Heather said to",48398,22467
734,"When Michael and Erica got a basketball at the office, Erica decided to give it to","When Charles and Matthew got a basketball at the office, Travis decided to give it to",7937,18939
273,"Then, Jeremy and Charles had a long argument, and afterwards Jeremy said to","Then, Erin and Samuel had a long argument, and afterwards Tyler said to",14927,55814
303,"When Rebecca and Stephanie got a drink at the station, Stephanie decided to give it to","When Erica and Jacob got a drink at the station, Alicia decided to give it to",44457,24521
737,"Then, Jeremy and Crystal went to the station. Crystal gave a drink to","Then, Alexander and Joseph went to the station. Benjamin gave a drink to",27118,15115
319,"Then, Sara and Jamie went to the house. Sara gave a bone to","Then, Kyle and Brandon went to the house. Patrick gave a bone to",35757,30259
878,"Then, Heather and Brandon had a long argument, and afterwards Heather said to","Then, Lauren and Kristen had a long argument, and afterwards Kevin said to",31766,42360
854,"Then, Brian and Kelly were working at the hospital. Brian decided to give a ring to","Then, Kimberly and Sarah were working at the hospital. Benjamin decided to give a ring to",18661,85653
716,"After Katherine and Steven went to the house, Katherine gave a drink to","After James and Kyle went to the house, Nicole gave a drink to",23644,7801
831,"After Kyle and Angela went to the station, Angela gave a computer to","After Timothy and Erin went to the station, Travis gave a computer to",30259,55814
538,"Then, Adam and Sean were working at the restaurant. Sean decided to give a necklace to","Then, Kristen and Joshua were working at the restaurant. Eric decided to give a necklace to",15037,39492
405,"After Gregory and Vanessa went to the office, Vanessa gave a ring to","After Ashley and Nathan went to the office, Aaron gave a ring to",42969,36737
185,"After Jose and Jason went to the restaurant, Jose gave a drink to","After Elizabeth and Melissa went to the restaurant, Alicia gave a drink to",18477,20731
248,"Then, Benjamin and Michelle were working at the garden. Benjamin decided to give a computer to","Then, Bradley and Megan were working at the garden. Adam decided to give a computer to",32026,36448
201,"Then, Samantha and Kevin had a long argument, and afterwards Samantha said to","Then, Tyler and Samuel had a long argument, and afterwards Christopher said to",16364,31220
994,"Then, Erin and Thomas were working at the school. Thomas decided to give a ring to","Then, Stephen and Paul were working at the school. Elizabeth decided to give a ring to",55814,6898
809,"Then, Emily and Christina had a lot of fun at the restaurant. Christina gave a kiss to","Then, John and Jessica had a lot of fun at the restaurant. Kelly gave a kiss to",34166,32367
73,"Then, Amber and Sean went to the restaurant. Sean gave a snack to","Then, Bradley and Elizabeth went to the restaurant. Crystal gave a snack to",46664,20731
181,"Then, Nicholas and Kyle had a long argument, and afterwards Nicholas said to","Then, Alexander and Jeffrey had a long argument, and afterwards Sara said to",30259,20042
569,"When Danielle and Rebecca got a drink at the school, Danielle decided to give it to","When Brian and Lisa got a drink at the school, Jason decided to give it to",44457,17083
967,"Then, Kyle and Katherine went to the garden. Kyle gave a drink to","Then, Nathan and Aaron went to the garden. Jonathan gave a drink to",61326,36737
627,"Then, Lindsey and James had a long argument, and afterwards James said to","Then, Bradley and Scott had a long argument, and afterwards Shannon said to",64279,9815
945,"Then, Andrew and Jose were working at the restaurant. Andrew decided to give a kiss to","Then, Aaron and Thomas were working at the restaurant. Jennifer decided to give a kiss to",10860,25673
418,"Then, Kyle and Amanda were thinking about going to the school. Kyle wanted to give a necklace to","Then, Tyler and Danielle were thinking about going to the school. Ryan wanted to give a necklace to",41759,31220
775,"When Michelle and Lisa got a basketball at the school, Lisa decided to give it to","When Kenneth and Benjamin got a basketball at the school, Rachel decided to give it to",32026,29311
270,"Then, William and Gregory went to the house. Gregory gave a drink to","Then, Joseph and Dustin went to the house. Cody gave a drink to",12375,78318
952,"Then, Thomas and Travis were thinking about going to the station. Travis wanted to give a drink to","Then, Lisa and Samuel were thinking about going to the station. James wanted to give a drink to",11108,31907
732,"Then, Joshua and Nicholas went to the restaurant. Nicholas gave a drink to","Then, Jesse and Bradley went to the restaurant. Christopher gave a drink to",39492,36448
104,"Then, Eric and David had a lot of fun at the store. Eric gave a ring to","Then, Jacob and Lauren had a lot of fun at the store. Jonathan gave a ring to",6798,24521
512,"Then, Eric and Rachel were thinking about going to the house. Eric wanted to give a drink to","Then, Bryan and Stephanie were thinking about going to the house. Matthew wanted to give a drink to",31432,36353
554,"Then, Mary and Ryan were thinking about going to the school. Ryan wanted to give a kiss to","Then, Patrick and Katherine were thinking about going to the school. Charles wanted to give a kiss to",10244,61326
575,"Then, Christopher and Jonathan were thinking about going to the school. Christopher wanted to give a basketball to","Then, Timothy and Christopher were thinking about going to the school. Bryan wanted to give a basketball to",23269,44468
89,"Then, Nicole and Ashley had a long argument, and afterwards Nicole said to","Then, Joseph and Mark had a long argument, and afterwards Steven said to",37118,15115
598,"Then, Adam and Lauren had a long argument, and afterwards Lauren said to","Then, Nathan and Sean had a long argument, and afterwards Rachel said to",15037,24995
325,"When Vanessa and Rebecca got a kiss at the restaurant, Rebecca decided to give it to","When Scott and Gregory got a kiss at the restaurant, Adam decided to give it to",70519,42969
97,"After Ashley and Bryan went to the restaurant, Bryan gave a bone to","After Lauren and Sarah went to the restaurant, Michael gave a bone to",37118,20445
727,"When Matthew and Robert got a basketball at the store, Robert decided to give it to","When Kenneth and Paul got a basketball at the store, Andrew decided to give it to",18939,6898
26,"Then, Paul and Jason went to the restaurant. Paul gave a kiss to","Then, Joseph and William went to the restaurant. Lindsey gave a kiss to",18477,15115
230,"Then, Matthew and David were working at the station. David decided to give a bone to","Then, Sarah and Stephanie were working at the station. Erica decided to give a bone to",18939,48143
808,"Then, Erica and Jennifer were working at the hospital. Erica decided to give a drink to","Then, Joseph and Katherine were working at the hospital. Shannon decided to give a drink to",29650,15115
19,"Then, Thomas and Anthony were thinking about going to the office. Anthony wanted to give a basketball to","Then, Kelly and Erin were thinking about going to the office. Brandon wanted to give a basketball to",11108,55814
240,"Then, Anthony and Justin had a lot of fun at the restaurant. Justin gave a necklace to","Then, Jesse and Matthew had a lot of fun at the restaurant. Heather gave a necklace to",20696,18939
605,"Then, Justin and Heather had a long argument, and afterwards Heather said to","Then, Brandon and Shannon had a long argument, and afterwards Eric said to",22467,53663
390,"Then, Katherine and Michael had a long argument, and afterwards Katherine said to","Then, Thomas and Anthony had a long argument, and afterwards Jamie said to",7937,11108
358,"When Erica and Tiffany got a basketball at the hospital, Tiffany decided to give it to","When Kristen and Kyle got a basketball at the hospital, Laura decided to give it to",91835,30259
953,"Then, Laura and Michelle went to the station. Laura gave a ring to","Then, Amber and Patrick went to the station. Kelly gave a ring to",32026,46664
765,"Then, Stephen and William went to the garden. William gave a bone to","Then, Erin and Angela went to the garden. Robert gave a bone to",18095,37143
519,"Then, Thomas and Ashley went to the school. Thomas gave a kiss to","Then, Bradley and Bradley went to the school. Ashley gave a kiss to",37118,36448
87,"Then, Jamie and Stephen were working at the restaurant. Jamie decided to give a necklace to","Then, Jamie and David were working at the restaurant. Vanessa decided to give a necklace to",18095,35757
907,"Then, Gregory and Brandon went to the store. Brandon gave a kiss to","Then, Michelle and James went to the store. Kimberly gave a kiss to",42969,7801
74,"Then, Erica and Travis were working at the store. Erica decided to give a kiss to","Then, Bryan and Kenneth were working at the store. Jose decided to give a kiss to",40710,36353
415,"Then, Samantha and Alicia had a long argument, and afterwards Samantha said to","Then, Sara and Jose had a long argument, and afterwards Jeffrey said to",78902,42920
336,"Then, William and Michael were working at the store. Michael decided to give a necklace to","Then, Timothy and Danielle were working at the store. Samuel decided to give a necklace to",12375,71616
71,"Then, Matthew and Rachel were working at the station. Matthew decided to give a computer to","Then, Kyle and Charles were working at the station. Christina decided to give a computer to",31432,30259
866,"Then, Brian and Kevin were thinking about going to the restaurant. Kevin wanted to give a kiss to","Then, Katherine and Nathan were thinking about going to the restaurant. Bradley wanted to give a kiss to",17083,36737
728,"When Bradley and Jason got a bone at the office, Bradley decided to give it to","When Patrick and Robert got a bone at the office, Jessica decided to give it to",18477,19626
660,"Then, Dustin and Tyler went to the store. Dustin gave a snack to","Then, Erica and Jason went to the store. Sean gave a snack to",31220,91835
65,"Then, Brittany and Mark were thinking about going to the garden. Brittany wanted to give a ring to","Then, Jonathan and Angela were thinking about going to the garden. Travis wanted to give a ring to",4389,23269
363,"Then, Alicia and Benjamin went to the hospital. Benjamin gave a kiss to","Then, Stephen and Allison went to the hospital. Alicia gave a kiss to",78902,62408
769,"Then, Tiffany and Jessica were working at the restaurant. Jessica decided to give a ring to","Then, Vanessa and Rachel were working at the restaurant. Daniel decided to give a ring to",67473,31432
269,"Then, Tyler and Melissa had a lot of fun at the station. Melissa gave a necklace to","Then, Emily and Sean had a lot of fun at the station. Lindsey gave a necklace to",31220,24995
525,"When Samuel and Steven got a necklace at the school, Samuel decided to give it to","When Stephen and Katie got a necklace at the school, Matthew decided to give it to",23644,18095
600,"Then, Gregory and Stephen had a lot of fun at the school. Stephen gave a drink to","Then, Heather and William had a lot of fun at the school. Samantha gave a drink to",42969,12375
801,"Then, Jesse and James had a long argument, and afterwards James said to","Then, Jamie and Andrea had a long argument, and afterwards Melissa said to",39171,40084
726,"Then, Kyle and Ryan had a long argument, and afterwards Kyle said to","Then, Amanda and Stephanie had a long argument, and afterwards Jason said to",13646,41759
157,"Then, Thomas and Brandon had a long argument, and afterwards Thomas said to","Then, Jose and Bryan had a long argument, and afterwards Kenneth said to",31766,10860
805,"Then, Bradley and Nathan had a lot of fun at the store. Nathan gave a kiss to","Then, Justin and Nicole had a lot of fun at the store. Andrea gave a kiss to",36448,44030
942,"After Bradley and Kimberly went to the station, Kimberly gave a kiss to","After Lisa and Ashley went to the station, Vanessa gave a kiss to",36448,37118
544,"Then, Richard and Charles had a long argument, and afterwards Charles said to","Then, Nicole and Stephanie had a long argument, and afterwards Christine said to",11867,48143
733,"Then, Jesse and Shannon went to the house. Shannon gave a ring to","Then, Katherine and Andrea went to the house. Christine gave a ring to",39171,40084
986,"Then, Jonathan and Kristen were thinking about going to the garden. Kristen wanted to give a kiss to","Then, Elizabeth and Crystal were thinking about going to the garden. Kenneth wanted to give a kiss to",23269,27916
587,"Then, Joseph and Heather had a lot of fun at the hospital. Joseph gave a drink to","Then, Laura and Katie had a lot of fun at the hospital. Scott gave a drink to",46263,29828
28,"Then, Paul and Megan had a lot of fun at the house. Megan gave a ring to","Then, Ashley and Lindsey had a lot of fun at the house. Jeremy gave a ring to",6898,64279
560,"Then, Christina and Angela went to the hospital. Christina gave a drink to","Then, Nicholas and Ashley went to the hospital. Nicole gave a drink to",37143,39696
691,"Then, Eric and Christopher went to the office. Eric gave a drink to","Then, William and Crystal went to the office. Travis gave a drink to",24986,12375
376,"Then, Samuel and Tyler had a lot of fun at the hospital. Tyler gave a kiss to","Then, Erica and William had a lot of fun at the hospital. Stephen gave a kiss to",31907,12375
60,"Then, Patrick and Laura were working at the hospital. Patrick decided to give a bone to","Then, Jose and Jeremy were working at the hospital. David decided to give a bone to",29828,10860
393,"After Jose and Stephanie went to the hospital, Jose gave a kiss to","After Danielle and Anthony went to the hospital, Tiffany gave a kiss to",48143,71616
995,"Then, Megan and Emily went to the restaurant. Emily gave a kiss to","Then, Christina and Ashley went to the restaurant. David gave a kiss to",54529,37118
280,"Then, Jacob and Steven were working at the garden. Jacob decided to give a snack to","Then, Amanda and Crystal were working at the garden. Courtney decided to give a snack to",23644,41759
126,"Then, Melissa and Sarah had a lot of fun at the garden. Sarah gave a basketball to","Then, Brittany and William had a lot of fun at the garden. Aaron gave a basketball to",47048,12375
454,"Then, Jeremy and James were working at the store. Jeremy decided to give a necklace to","Then, Angela and Megan were working at the store. Michelle decided to give a necklace to",7801,37143
195,"Then, Jeremy and Dustin had a lot of fun at the house. Jeremy gave a bone to","Then, Allison and Jennifer had a lot of fun at the house. Gregory gave a bone to",78318,62408
223,"Then, Heather and Aaron had a lot of fun at the store. Aaron gave a snack to","Then, Kevin and Christopher had a lot of fun at the store. Jamie gave a snack to",46263,24986
563,"Then, Kelly and Danielle were thinking about going to the house. Danielle wanted to give a kiss to","Then, Tiffany and Paul were thinking about going to the house. Brandon wanted to give a kiss to",18661,6898
667,"Then, Christine and Vanessa were thinking about going to the office. Christine wanted to give a necklace to","Then, Brandon and Steven were thinking about going to the office. Andrew wanted to give a necklace to",70519,31766
861,"After Eric and Lauren went to the hospital, Lauren gave a kiss to","After Lindsey and Andrea went to the hospital, Jeffrey gave a kiss to",16247,40084
353,"Then, Michael and Lisa went to the restaurant. Lisa gave a ring to","Then, Kevin and Kevin went to the restaurant. Michael gave a ring to",7937,16364
246,"Then, Erin and Christopher went to the station. Erin gave a necklace to","Then, Kristen and Tyler went to the station. Ashley gave a necklace to",24986,76114
182,"When Andrea and Elizabeth got a computer at the garden, Andrea decided to give it to","When Jamie and Mary got a computer at the garden, Travis decided to give it to",20731,35757
937,"After Kenneth and Adam went to the restaurant, Kenneth gave a snack to","After Justin and Katherine went to the restaurant, Kelly gave a snack to",15037,22467
622,"Then, Eric and Daniel had a long argument, and afterwards Daniel said to","Then, Nicole and Daniel had a long argument, and afterwards Kenneth said to",16247,15118
529,"Then, Anthony and Ryan had a long argument, and afterwards Ryan said to","Then, Andrew and Allison had a long argument, and afterwards Lindsay said to",20696,62408
933,"Then, Joseph and Laura had a lot of fun at the school. Laura gave a bone to","Then, Thomas and Samantha had a lot of fun at the school. Angela gave a bone to",15115,62808
219,"Then, Samuel and Tyler were working at the house. Samuel decided to give a kiss to","Then, Laura and Rachel were working at the house. Timothy decided to give a kiss to",31220,29828
640,"Then, William and Shannon had a long argument, and afterwards William said to","Then, Travis and Amanda had a long argument, and afterwards Ryan said to",53663,40710
981,"Then, Danielle and William went to the hospital. William gave a drink to","Then, Jeremy and Amanda went to the hospital. Sean gave a drink to",71616,41759
534,"Then, Jacob and Michael had a long argument, and afterwards Jacob said to","Then, Adam and Jacob had a long argument, and afterwards Shannon said to",7937,15037
751,"Then, Kevin and William had a lot of fun at the office. Kevin gave a snack to","Then, Brittany and Michelle had a lot of fun at the office. Shannon gave a snack to",12375,88154
200,"Then, Nicole and Samuel had a lot of fun at the restaurant. Samuel gave a kiss to","Then, David and Gregory had a lot of fun at the restaurant. Amber gave a kiss to",44030,42969
516,"After Daniel and Anthony went to the garden, Daniel gave a computer to","After Tyler and Katie went to the garden, Stephen gave a computer to",20696,31220
180,"Then, Megan and James were working at the school. Megan decided to give a kiss to","Then, Lisa and Bradley were working at the school. Rachel decided to give a kiss to",7801,28556
62,"When Katherine and Tiffany got a drink at the hospital, Katherine decided to give it to","When Alicia and Amber got a drink at the hospital, Kelly decided to give it to",67473,78902
281,"After Crystal and Alexander went to the school, Crystal gave a ring to","After Sara and Ashley went to the school, Shannon gave a ring to",20042,42920
559,"Then, Katherine and Angela were working at the garden. Angela decided to give a bone to","Then, Charles and Lindsey were working at the garden. Jose decided to give a bone to",61326,64279
915,"Then, Erica and Emily went to the house. Emily gave a basketball to","Then, Kelly and Sarah went to the house. Erica gave a basketball to",91835,20445
606,"Then, Samuel and Daniel were thinking about going to the restaurant. Samuel wanted to give a drink to","Then, Stephanie and Heather were thinking about going to the restaurant. Adam wanted to give a drink to",15118,48143
894,"Then, Vanessa and Jose were thinking about going to the garden. Jose wanted to give a bone to","Then, Heather and Scott were thinking about going to the garden. Lauren wanted to give a bone to",70519,9815
710,"When Mary and Sara got a snack at the office, Mary decided to give it to","When Emily and Justin got a snack at the office, Kristen decided to give it to",42920,34166
300,"Then, Kevin and William were thinking about going to the restaurant. William wanted to give a ring to","Then, Jacob and Brandon were thinking about going to the restaurant. Jessica wanted to give a ring to",16364,31766
205,"Then, Elizabeth and Vanessa had a lot of fun at the office. Elizabeth gave a kiss to","Then, Lauren and Michael had a lot of fun at the office. Rebecca gave a kiss to",70519,42360
44,"Then, Crystal and Amanda were working at the store. Crystal decided to give a basketball to","Then, Ashley and Lisa were working at the store. Tiffany decided to give a basketball to",41759,37118
499,"Then, Jason and Nicholas were thinking about going to the garden. Jason wanted to give a necklace to","Then, Ryan and Shannon were thinking about going to the garden. Thomas wanted to give a necklace to",39696,13646
198,"When Jose and Jesse got a snack at the store, Jesse decided to give it to","When John and Jennifer got a snack at the store, Angela decided to give it to",10860,29650
193,"When Brian and Sean got a snack at the restaurant, Brian decided to give it to","When Brian and Kristen got a snack at the restaurant, Robert decided to give it to",24995,17083
588,"Then, Brian and Amanda were working at the office. Brian decided to give a ring to","Then, Samantha and Melissa were working at the office. Laura decided to give a ring to",41759,62808
214,"Then, Richard and Kyle went to the store. Kyle gave a drink to","Then, Kimberly and Samantha went to the store. Allison gave a drink to",11867,62808
487,"Then, Erica and Jamie had a long argument, and afterwards Erica said to","Then, Kevin and Michael had a long argument, and afterwards Michelle said to",35757,16364
551,"Then, Michael and Ashley had a lot of fun at the garden. Michael gave a drink to","Then, Jose and Steven had a lot of fun at the garden. Elizabeth gave a drink to",37118,10860
548,"Then, Christine and Adam had a long argument, and afterwards Adam said to","Then, Tiffany and Amanda had a long argument, and afterwards Katie said to",45893,41759
939,"Then, Vanessa and Paul were thinking about going to the school. Paul wanted to give a snack to","Then, Erin and Brittany were thinking about going to the school. Lindsey wanted to give a snack to",70519,88154
579,"Then, Bradley and Tiffany were working at the restaurant. Bradley decided to give a necklace to","Then, Jonathan and Shannon were working at the restaurant. Christina decided to give a necklace to",67473,23269
713,"When Elizabeth and Christina got a kiss at the house, Christina decided to give it to","When Laura and Bradley got a kiss at the house, Jonathan decided to give it to",20731,36448
798,"Then, Justin and Travis went to the office. Justin gave a ring to","Then, Jonathan and Emily went to the office. Rebecca gave a ring to",40710,23269
987,"After Kelly and Jose went to the garden, Kelly gave a kiss to","After Jason and Andrea went to the garden, Samantha gave a kiss to",10860,18477
725,"When Amber and Michelle got a computer at the restaurant, Michelle decided to give it to","When Brian and Jeffrey got a computer at the restaurant, Erin decided to give it to",46664,41007
542,"Then, Jamie and Joseph were working at the house. Joseph decided to give a computer to","Then, Kelly and Sara were working at the house. Jason decided to give a computer to",35757,42920
318,"After Tyler and Brandon went to the school, Tyler gave a basketball to","After Megan and Michelle went to the school, Stephen gave a basketball to",31766,54529
855,"Then, Steven and Danielle were thinking about going to the store. Danielle wanted to give a snack to","Then, Christina and Emily were thinking about going to the store. Mary wanted to give a snack to",23644,34166
173,"When Thomas and Joseph got a drink at the restaurant, Joseph decided to give it to","When Elizabeth and Tiffany got a drink at the restaurant, Scott decided to give it to",11108,67473
210,"Then, Lauren and Richard were working at the store. Richard decided to give a ring to","Then, James and Jesse were working at the store. Justin decided to give a ring to",42360,39171
649,"Then, Christina and Angela went to the store. Christina gave a basketball to","Then, Lisa and Kenneth went to the store. Jesse gave a basketball to",37143,28556
355,"When Dustin and Erica got a basketball at the station, Erica decided to give it to","When Katie and Shannon got a basketball at the station, Amy decided to give it to",78318,53663
960,"Then, Cody and Alicia had a long argument, and afterwards Cody said to","Then, Jeffrey and Tyler had a long argument, and afterwards Gregory said to",78902,41007
135,"After David and Joshua went to the station, Joshua gave a necklace to","After Emily and Brian went to the station, Jeffrey gave a necklace to",6798,17083
414,"Then, Jeffrey and Thomas had a long argument, and afterwards Jeffrey said to","Then, Christine and Justin had a long argument, and afterwards Timothy said to",11108,45893
82,"When Sara and Kevin got a kiss at the office, Kevin decided to give it to","When Rachel and Gregory got a kiss at the office, Eric decided to give it to",42920,42969
876,"Then, Jose and Robert were working at the restaurant. Robert decided to give a kiss to","Then, Charles and Matthew were working at the restaurant. Michael decided to give a kiss to",10860,18939
785,"Then, Anthony and Steven were working at the restaurant. Anthony decided to give a kiss to","Then, Benjamin and Alexander were working at the restaurant. Cody decided to give a kiss to",23644,29311
192,"Then, Nicole and Jennifer had a long argument, and afterwards Nicole said to","Then, Lauren and Scott had a long argument, and afterwards Lindsay said to",29650,42360
678,"Then, Jason and Bryan had a long argument, and afterwards Jason said to","Then, Heather and Jamie had a long argument, and afterwards Thomas said to",36353,46263
666,"Then, David and Danielle had a lot of fun at the office. Danielle gave a ring to","Then, Christopher and Angela had a lot of fun at the office. Jamie gave a ring to",6798,37143
651,"When Angela and Lauren got a kiss at the office, Lauren decided to give it to","When Richard and Timothy got a kiss at the office, Andrew decided to give it to",37143,44468
262,"Then, Jennifer and Eric were thinking about going to the hospital. Jennifer wanted to give a kiss to","Then, Sara and Danielle were thinking about going to the hospital. Kenneth wanted to give a kiss to",16247,42920
309,"Then, Christopher and Samantha were working at the station. Christopher decided to give a kiss to","Then, David and Samuel were working at the station. Ryan decided to give a kiss to",62808,6798
646,"Then, Brian and Daniel were thinking about going to the garden. Daniel wanted to give a necklace to","Then, Jacob and Justin were thinking about going to the garden. Heather wanted to give a necklace to",17083,22467
